0.000000,-92.060326,36.180821,-72.921788,47.894981,40.246418,-23.024780,53.249360,26.522791,85.144154,43.293130,21.882352,-19.626142
0.332611,-94.942381,27.681133,-72.862966,20.888439,28.250038,37.943496,62.995074,15.565179,88.149430,17.085983,9.152266,25.658531
0.610815,-39.896668,17.947293,-66.018545,18.848494,23.064238,27.268079,117.211736,12.324765,96.827615,13.523499,4.234390,18.549595
0.863498,-44.093399,17.552172,-70.761035,7.848647,17.799462,30.858097,109.756026,13.157761,94.331721,10.852393,3.671032,19.608775
1.086016,-37.583615,15.687244,-62.010866,12.254446,17.161918,32.509994,123.330228,12.237114,95.993020,6.150041,3.511800,19.267790
1.337893,-35.841109,16.290809,-61.084181,16.944354,17.471730,33.338362,123.891195,13.916992,96.193702,12.476830,4.389646,16.385683
1.588159,-33.031162,15.869267,-61.438047,12.539974,16.014093,31.447356,123.825632,13.174996,96.945681,6.049611,2.960017,18.600399
1.780617,-31.621716,15.861659,-61.624377,15.767971,18.504234,33.908533,125.470481,13.792507,97.358869,8.729459,3.783090,17.829994
1.972666,-33.959855,15.585972,-61.293822,13.709871,17.254400,35.566626,124.791528,13.646784,97.264091,7.998299,3.751370,18.231720
2.179815,-32.158640,15.754488,-60.871787,14.941893,18.265196,34.807298,126.225474,13.819014,98.479550,8.303803,3.255192,17.710783
2.367824,-36.337298,32.269428,-87.183034,74.138575,26.846452,61.644381,140.210385,27.634046,76.299313,66.871118,-0.285470,63.563943
2.587511,-35.889883,32.141728,-86.937285,74.093057,26.377142,59.859851,140.647515,27.454458,76.360711,66.888394,-0.323374,62.316530
2.813157,-36.034377,31.934670,-87.416228,75.808954,28.016073,49.859413,140.536058,27.454459,76.249248,65.950330,0.298838,52.558314
3.029627,-36.034377,31.934670,-87.416228,75.808954,28.016073,49.859413,140.536058,27.454459,76.249248,65.386708,1.139538,41.883831
3.280060,-36.034377,31.934670,-87.416228,75.808954,28.016073,49.859413,140.536058,27.454459,76.249248,65.287284,4.269364,23.139062
3.511461,-35.260409,29.653162,-88.272506,80.842328,26.704451,-3.971258,142.288999,25.928546,76.420942,67.368541,6.022185,-3.492380
3.742774,-32.543064,28.832673,-87.874433,81.094553,24.338378,-25.412324,143.509108,26.072146,77.061781,68.523893,6.489411,-28.225935
3.959009,-30.742930,28.362279,-87.372679,79.680554,20.917772,-45.925312,144.581853,25.908534,77.565987,68.995293,6.301119,-43.752388
4.195759,-28.311936,27.436259,-86.853629,77.093277,18.678871,-64.911037,145.814483,25.935024,77.847244,69.483275,5.967074,-70.907301
4.414352,-26.917454,27.113552,-86.596365,76.107705,17.165431,-75.108442,146.363080,26.020025,77.413075,69.042564,6.220797,-75.485988
4.627477,-26.835122,27.483348,-86.725812,77.593349,17.553861,-68.857839,146.363080,26.020025,77.413075,69.053909,6.573445,-64.952297
4.817721,-29.091742,27.709928,-87.456153,81.665048,20.876026,-42.021951,146.742484,26.046994,77.562088,68.120967,6.497241,-43.410759
5.045352,-32.169046,28.057996,-89.014250,83.825181,27.584886,-13.739766,146.209129,26.306735,77.511874,66.451743,6.526460,-2.637466
5.271406,-33.418089,28.265746,-89.973604,81.486872,33.581529,27.751692,144.280592,26.730144,77.158950,65.637103,5.013153,34.142042
5.477731,-33.925041,28.380335,-90.217135,81.468959,34.279802,41.624303,143.294325,27.110577,77.207487,66.593320,3.223184,51.343503
