Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.25,5.72,0.00,12.92,0.00,68.19,0.00,23.95,0.00,0.00,15.03,0.00,19.53,0.00,60.61,10.00,31.04,0.00,0.00
0.40,5.67,100.00,13.14,-144.19,68.22,41.32,24.01,3.38,74.19,15.04,0.00,19.51,0.00,60.51,10.00,31.25,0.00,0.00
0.56,5.59,100.00,12.84,-144.19,68.33,41.32,23.84,4.29,14.73,15.09,0.00,19.54,0.00,60.45,10.00,31.27,0.00,0.00
0.69,5.71,12.74,13.11,11.96,68.17,19.32,24.10,4.29,14.73,15.07,-74.77,19.56,84.03,60.52,0.29,31.21,0.00,0.00
0.82,5.73,12.83,13.29,11.86,68.11,19.44,24.27,4.29,14.73,15.10,-74.89,19.60,84.12,60.43,0.44,31.29,0.00,0.00
0.93,5.84,12.90,13.44,12.06,67.91,19.27,24.53,4.17,14.56,15.08,-74.89,19.61,84.12,60.46,0.44,31.25,0.00,0.00
1.03,5.77,12.90,13.10,12.06,68.05,19.27,24.24,4.17,14.56,15.08,-74.89,19.58,84.12,60.33,0.44,31.30,0.00,0.00
1.13,5.81,12.90,13.08,12.06,68.05,19.27,24.20,4.17,14.56,15.05,-74.89,19.55,84.12,60.43,0.44,31.19,0.00,0.00
1.23,5.88,13.13,13.01,12.01,67.96,19.39,24.22,3.97,14.73,15.11,-74.89,19.59,84.12,60.29,0.44,31.29,0.00,0.00
1.35,5.89,13.13,13.21,12.01,67.87,19.39,24.38,4.30,14.10,15.02,-74.89,19.52,84.12,60.40,0.44,31.19,0.00,0.00
1.45,5.86,13.31,13.36,11.98,67.76,19.87,24.58,4.13,14.62,15.01,-74.89,19.51,84.12,60.46,0.44,31.11,0.00,0.00
1.55,5.97,13.29,13.30,12.01,67.72,20.19,24.52,4.13,14.94,15.05,-74.89,19.52,84.12,60.41,0.44,31.15,0.00,0.00
1.69,6.06,13.29,13.54,12.01,67.60,20.19,24.70,4.13,13.99,15.08,-74.89,19.54,84.12,60.34,0.44,31.22,0.00,0.00
1.81,6.10,12.43,13.56,11.89,67.57,19.78,24.71,4.13,13.99,15.11,-76.05,19.57,84.45,60.30,0.44,31.26,0.00,0.00
1.91,6.01,12.56,13.04,11.24,67.32,19.98,24.95,4.23,14.26,15.08,-76.05,19.57,84.45,60.28,0.44,31.28,0.00,0.00
2.01,5.79,12.29,12.88,11.27,67.34,20.23,25.01,4.23,14.26,15.03,-76.16,19.59,84.56,60.34,0.64,31.26,0.00,0.00
2.11,5.79,12.29,12.63,11.27,67.31,20.23,24.87,4.94,12.09,14.98,-76.16,19.57,84.56,60.37,0.64,31.23,0.00,0.00
2.21,5.74,12.70,12.70,11.58,67.26,20.95,25.07,4.46,12.89,14.95,-76.16,19.57,84.56,60.34,0.64,31.28,0.00,0.00
2.31,5.73,12.73,12.66,11.31,67.30,20.76,25.06,4.46,12.89,14.91,-76.84,19.55,84.77,60.50,0.57,31.15,0.00,0.00
2.41,5.71,12.73,12.63,11.31,67.25,20.76,25.12,4.59,11.72,14.81,-76.84,19.44,84.77,60.66,0.57,30.98,0.00,0.00
2.50,5.74,12.77,12.11,11.19,67.31,21.11,24.77,4.60,12.08,14.56,-76.84,19.27,84.77,60.91,0.57,30.78,0.00,0.00
2.61,5.60,12.77,11.98,11.19,67.41,21.11,24.66,4.60,12.08,14.61,-76.84,19.28,84.77,60.76,0.57,30.90,0.00,0.00
2.71,5.50,12.77,11.95,11.19,67.46,21.11,24.66,4.62,11.77,14.57,-76.84,19.22,84.77,60.82,0.57,30.82,0.00,0.00
2.80,5.47,12.72,11.58,10.95,67.49,20.96,24.50,4.75,11.63,14.56,-76.84,19.18,84.77,60.81,0.57,30.80,0.00,0.00
2.90,5.50,12.87,11.23,11.02,67.43,20.77,24.36,4.58,11.47,14.52,-76.84,19.16,84.77,60.81,0.57,30.82,0.00,0.00
3.00,5.44,12.98,11.35,11.16,67.52,20.86,24.35,4.58,11.47,14.52,-76.37,19.15,84.61,60.79,0.50,30.84,0.00,0.00
3.10,5.36,12.98,11.42,11.16,67.59,20.86,24.34,4.42,11.62,14.55,-76.37,19.16,84.61,60.63,0.50,31.02,0.00,0.00
3.21,5.40,12.98,11.55,11.16,67.60,20.86,24.37,4.42,11.62,14.51,-76.37,19.13,84.61,60.68,0.50,30.96,0.00,0.00
3.33,5.29,12.98,11.56,11.16,67.74,20.86,24.30,4.42,11.62,14.50,-76.37,19.08,84.61,60.66,0.50,30.96,0.00,0.00
3.43,5.35,13.00,11.43,11.11,67.69,20.63,24.27,4.42,11.62,14.50,-76.53,19.08,84.61,60.71,0.52,30.91,0.00,0.00
3.53,5.35,13.00,11.62,11.11,67.59,20.63,24.46,4.42,11.62,14.48,-76.53,19.09,84.61,60.77,0.52,30.86,0.00,0.00
3.64,5.26,12.84,11.69,11.43,67.68,20.95,24.44,4.45,11.88,14.39,-76.53,19.05,84.61,60.92,0.52,30.74,0.00,0.00
3.74,5.21,12.75,11.82,11.53,68.06,20.82,24.06,4.45,11.88,14.44,-76.40,19.14,84.53,60.91,0.67,30.77,0.00,0.00
3.83,5.36,12.75,12.05,11.53,68.05,20.82,24.14,4.45,12.26,14.44,-76.40,19.16,84.53,60.92,0.67,30.74,0.00,0.00
3.94,5.48,12.72,12.16,11.59,67.92,21.47,24.23,4.46,12.89,14.47,-76.40,19.22,84.53,60.83,0.67,30.85,0.00,0.00
4.06,5.60,12.81,12.00,11.50,67.88,21.60,24.08,4.46,12.89,14.44,-76.53,19.25,84.61,60.87,0.52,30.83,0.00,0.00
4.16,5.50,13.17,11.89,11.50,68.05,21.56,23.83,4.14,12.94,14.39,-76.53,19.24,84.61,60.89,0.52,30.81,0.00,0.00
4.25,5.46,13.17,11.94,11.50,68.24,21.56,23.64,4.14,12.94,14.32,-76.53,19.20,84.61,60.94,0.52,30.77,0.00,0.00
4.36,5.46,13.17,11.97,11.50,68.22,21.56,23.67,4.12,12.87,14.21,-76.53,19.12,84.61,61.10,0.52,30.63,0.00,0.00
4.46,5.38,13.01,11.96,11.44,68.29,21.75,23.64,4.28,13.02,14.23,-76.53,19.11,84.61,60.92,0.52,30.78,0.00,0.00
