Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.15,-10.55,8.83,14.46,-7.51,0.00,16.53,31.99,0.00,0.00,-15.33,-97.40,21.94,92.41,0.00,-9.33,25.56,0.00,0.00
0.25,-10.75,8.83,15.31,-7.51,0.00,16.53,27.96,0.00,0.00,-14.50,-97.40,21.15,92.41,0.00,-9.33,23.71,0.00,0.00
0.40,-9.56,4.53,13.75,-7.67,0.00,23.29,27.84,0.00,0.00,-12.83,-97.58,21.36,93.37,0.00,-5.90,29.04,0.00,0.00
0.50,-9.41,6.98,15.01,-6.43,0.00,22.28,30.34,0.00,0.00,-10.21,-92.52,18.31,91.09,0.00,-7.61,28.68,0.00,0.00
0.62,-9.35,6.98,16.04,-6.43,0.00,22.28,28.82,0.00,0.00,-10.27,-9.33,17.13,25.42,0.00,12.67,26.16,49.88,-63.43
0.72,-9.16,6.98,15.43,-6.43,0.00,22.28,25.94,0.00,0.00,-11.41,-9.28,17.51,25.34,0.00,8.68,27.61,46.91,-59.46
0.82,-8.93,9.59,14.78,-5.01,0.00,-30.78,25.65,89.70,92.96,-10.33,-9.28,18.05,25.34,0.00,8.68,27.61,46.91,-59.46
0.93,-8.24,9.89,14.12,-2.10,0.00,-38.64,26.59,89.70,92.96,-11.32,-5.59,19.24,24.73,0.00,16.26,28.78,46.91,-59.46
1.03,-8.02,9.89,14.20,-2.10,0.00,-38.64,28.85,89.70,92.96,-9.26,-5.59,17.31,24.73,0.00,16.26,28.72,46.91,-59.46
1.14,-7.98,7.85,14.12,-3.70,0.00,-39.31,28.65,89.70,92.96,-9.77,-7.56,17.59,26.55,0.00,17.53,27.36,46.91,-59.46
1.25,-7.60,7.85,13.87,-3.70,0.00,-39.31,28.64,89.70,92.96,-10.74,-7.56,18.27,26.55,0.00,17.53,25.93,46.91,-59.46
1.38,-8.04,7.21,14.11,-5.15,0.00,-36.72,28.85,89.70,92.96,-11.14,-9.45,18.47,27.34,0.00,15.26,25.44,46.91,-59.46
1.48,-8.33,7.21,14.30,-5.15,0.00,-36.72,28.52,89.70,92.96,-11.23,-9.45,18.28,27.34,0.00,15.26,25.14,46.91,-59.46
1.63,-8.53,7.21,14.22,-5.15,0.00,-36.72,28.43,89.70,92.96,-11.03,-9.45,18.06,27.34,0.00,15.26,26.16,46.91,-59.46
1.73,-8.61,7.21,13.90,-5.15,0.00,-36.72,28.04,89.70,92.96,-10.94,-9.45,18.17,27.34,0.00,15.26,26.54,46.91,-59.46
1.83,-8.68,7.21,13.90,-5.15,0.00,-36.72,27.91,89.70,92.96,-10.94,-9.45,18.25,27.34,0.00,15.26,26.37,46.91,-59.46
1.99,-8.65,7.21,13.90,-5.15,0.00,-36.72,27.78,89.70,92.96,-10.99,-9.45,18.35,27.34,0.00,15.26,26.20,46.91,-59.46
2.08,-8.38,7.21,13.65,-5.15,0.00,-36.72,27.50,89.70,92.96,-11.10,-9.45,18.38,27.34,0.00,15.26,26.23,46.91,-59.46
2.18,-8.35,7.21,13.68,-5.15,0.00,-36.72,27.43,89.70,92.96,-11.11,-2.44,18.31,24.05,0.00,13.19,26.23,53.90,-59.71
2.27,-8.22,6.31,13.61,-6.08,0.00,-34.78,27.16,89.70,92.96,-11.18,-4.09,18.29,24.66,0.00,11.63,26.22,53.90,-59.71
2.36,-8.18,6.40,13.59,-6.20,0.00,-34.43,27.03,89.70,92.96,-11.14,-4.13,18.21,24.72,0.00,11.26,26.13,53.90,-59.71
2.46,-8.21,6.40,13.60,-6.20,0.00,-34.43,27.01,89.70,92.96,-11.05,-4.13,18.21,24.72,0.00,11.26,26.19,53.90,-59.71
2.55,-8.26,6.33,13.68,-6.24,0.00,-33.51,27.02,89.70,92.96,-11.02,-4.51,18.24,24.60,0.00,10.41,26.16,53.90,-59.71
2.65,-8.19,6.33,13.62,-6.24,0.00,-33.51,26.96,89.70,92.96,-10.83,-4.51,18.14,24.60,0.00,10.41,25.89,53.90,-59.71
2.76,-8.21,6.33,13.63,-6.24,0.00,-33.51,27.00,89.70,92.96,-10.68,-3.94,18.06,25.38,0.00,12.49,25.86,54.88,-60.47
2.85,-8.17,6.55,13.56,-6.01,0.00,-33.51,27.02,89.70,92.96,-10.59,-3.70,18.12,25.15,0.00,12.41,25.89,54.88,-60.47
2.96,-8.16,6.55,13.54,-6.01,0.00,-33.51,27.00,89.70,92.96,-10.60,-3.70,18.20,25.15,0.00,12.41,26.04,54.88,-60.47
3.09,-8.10,6.55,13.43,-6.01,0.00,-33.51,26.92,89.70,92.96,-10.60,-3.70,18.25,25.15,0.00,12.41,26.07,54.88,-60.47
3.19,-7.93,6.55,13.20,-6.01,0.00,-33.51,26.72,89.70,92.96,-10.58,-3.70,18.26,25.15,0.00,12.41,26.05,54.88,-60.47
3.30,-8.05,6.55,13.24,-6.01,0.00,-33.51,26.93,89.70,92.96,-10.40,-3.70,18.18,25.15,0.00,12.41,25.89,54.88,-60.47
3.40,-8.05,6.55,13.23,-6.01,0.00,-33.51,26.96,89.70,92.96,-10.43,-3.75,18.15,25.13,0.00,12.09,25.84,54.64,-60.21
3.49,-8.12,6.34,13.29,-6.00,0.00,-33.73,27.05,89.70,92.96,-10.37,-3.88,18.06,25.17,0.00,12.39,25.63,54.64,-60.21
3.59,-8.09,6.34,13.25,-6.00,0.00,-33.73,26.95,89.70,92.96,-10.39,-3.88,18.03,25.17,0.00,12.39,25.60,54.64,-60.21
3.70,-8.03,6.34,13.16,-6.00,0.00,-33.73,26.93,89.70,92.96,-10.36,-3.98,17.97,25.22,0.00,12.90,25.54,54.87,-60.64
3.82,-7.99,6.34,13.11,-6.00,0.00,-33.73,26.92,89.70,92.96,-10.33,-3.98,17.93,25.22,0.00,12.90,25.53,54.87,-60.64
3.93,-7.92,6.77,13.05,-6.01,0.00,-33.29,26.87,89.70,92.96,-10.34,-3.71,17.99,25.14,0.00,12.30,25.52,54.87,-60.64
4.04,-8.07,6.77,13.17,-6.01,0.00,-33.29,27.10,89.70,92.96,-10.32,-3.71,18.06,25.14,0.00,12.30,25.53,54.87,-60.64
4.13,-8.14,6.99,13.21,-5.78,0.00,-33.28,27.16,89.70,92.96,-10.25,-3.47,18.13,24.90,0.00,12.22,25.51,54.87,-60.64
4.24,-8.09,6.99,13.22,-5.78,0.00,-33.28,27.06,89.70,92.96,-10.15,-3.47,18.17,24.90,0.00,12.22,25.72,54.87,-60.64
4.35,-8.06,6.99,13.26,-5.78,0.00,-33.28,27.09,89.70,92.96,-10.13,-2.69,18.30,26.07,0.00,13.75,25.98,55.06,-60.29
4.45,-8.12,6.99,13.26,-5.78,0.00,-33.28,27.15,89.70,92.96,-9.90,-2.69,18.37,26.07,0.00,13.75,26.01,55.06,-60.29
4.56,-8.17,6.99,13.28,-5.78,0.00,-33.28,27.16,89.70,92.96,-9.84,-2.69,18.43,26.07,0.00,13.75,25.90,55.06,-60.29
4.66,-8.15,6.99,13.29,-5.78,0.00,-33.28,27.19,89.70,92.96,-10.01,-2.69,18.50,26.07,0.00,13.75,26.15,55.06,-60.29
4.75,-8.18,6.99,13.22,-5.78,0.00,-33.28,27.20,89.70,92.96,-9.92,-2.69,18.42,26.07,0.00,13.75,26.01,55.06,-60.29
4.84,-8.24,5.88,13.23,-5.48,0.00,-32.20,27.12,89.70,92.96,-9.97,-4.19,18.33,25.64,0.00,13.25,25.90,55.06,-60.29
4.93,-8.35,5.88,13.38,-5.48,0.00,-32.20,27.34,89.70,92.96,-9.90,-4.19,18.27,25.64,0.00,13.25,25.93,55.06,-60.29
5.05,-8.49,5.88,13.48,-5.48,0.00,-32.20,27.51,89.70,92.96,-9.85,-3.60,18.23,25.52,0.00,12.51,25.81,55.11,-59.64
5.14,-8.34,5.22,13.46,-5.01,0.00,-32.86,27.47,89.70,92.96,-9.77,-3.97,18.12,25.17,0.00,13.45,25.66,55.11,-59.64
5.24,-8.21,5.22,13.32,-5.01,0.00,-32.86,27.41,89.70,92.96,-9.86,-3.97,18.29,25.17,0.00,13.45,25.96,55.11,-59.64
5.33,-8.07,5.22,13.23,-5.01,0.00,-32.86,27.41,89.70,92.96,-9.86,-3.97,18.35,25.17,0.00,13.45,26.11,55.11,-59.64
5.44,-8.00,5.77,13.16,-4.71,0.00,-34.47,27.26,89.70,92.96,-9.80,-2.79,18.30,25.10,0.00,14.75,26.12,55.11,-59.64
5.57,-8.04,5.77,13.17,-4.71,0.00,-34.47,27.20,89.70,92.96,-9.79,-3.74,18.28,25.46,0.00,13.24,26.00,52.99,-58.06
5.70,-7.91,5.77,13.12,-4.71,0.00,-34.47,26.98,89.70,92.96,-9.80,-3.74,18.29,25.46,0.00,13.24,25.88,52.99,-58.06
5.80,-7.89,5.77,13.15,-4.71,0.00,-34.47,26.89,89.70,92.96,-9.79,-3.74,18.44,25.46,0.00,13.24,25.97,52.99,-58.06
5.92,-7.98,5.77,13.25,-4.71,0.00,-34.47,27.00,89.70,92.96,-9.73,-2.69,18.66,26.27,0.00,15.23,26.12,54.11,-58.57
6.03,-8.07,5.77,13.38,-4.71,0.00,-34.47,27.21,89.70,92.96,-9.57,-2.69,18.84,26.27,0.00,15.23,26.17,54.11,-58.57
6.16,-8.14,5.78,13.37,-5.23,0.00,-35.99,27.05,89.70,92.96,-9.64,-2.10,18.81,27.00,0.00,16.58,26.26,54.11,-58.57
6.29,-8.07,5.78,13.36,-5.23,0.00,-35.99,26.98,89.70,92.96,-9.54,-2.47,18.53,25.97,0.00,15.64,26.15,54.47,-59.11
