Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.23,-4.76,-75.82,26.67,84.73,0.00,91.88,55.81,0.00,0.00,-8.49,1.70,15.73,3.29,0.00,-64.51,21.34,0.00,0.00
0.36,-19.17,-75.82,38.70,84.73,-25.38,91.88,93.85,0.00,0.00,-9.17,1.70,17.15,3.29,0.00,-64.51,41.10,0.00,0.00
0.45,-13.57,-75.82,31.95,84.73,24.40,91.88,108.32,0.00,0.00,-7.97,1.70,18.81,3.29,0.00,-64.51,64.66,0.00,0.00
0.58,-3.89,-75.82,25.71,84.73,39.48,91.88,109.54,0.00,0.00,-7.53,1.70,20.74,3.29,-20.86,-64.51,84.27,0.00,0.00
0.70,10.39,-75.82,11.12,84.73,-40.70,91.88,93.24,0.00,0.00,0.03,3.40,17.68,5.47,45.92,-39.04,100.65,88.44,90.32
0.81,-10.40,-75.82,15.18,84.73,45.00,91.88,107.34,0.00,0.00,-0.20,3.40,18.64,5.47,-47.34,-39.04,99.08,88.44,90.32
0.91,-10.58,-75.82,15.44,84.73,45.78,91.88,107.39,0.00,0.00,-0.55,3.40,18.95,5.47,-48.60,-39.04,98.58,88.44,90.32
1.00,-10.68,-75.82,15.26,84.73,45.48,91.88,107.14,0.00,0.00,-0.37,3.40,19.16,5.47,-51.50,-39.04,98.43,88.44,90.32
1.10,-11.47,-75.82,15.47,84.73,44.66,91.88,107.01,0.00,0.00,0.27,3.40,18.98,5.47,-51.22,-39.04,98.52,88.44,90.32
1.21,-12.49,-75.82,16.07,84.73,44.62,91.88,108.11,0.00,0.00,1.03,3.40,18.88,5.47,36.89,-39.04,101.99,88.44,90.32
