Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.15,8.80,0.00,11.25,0.00,69.02,0.00,21.72,0.00,0.00,12.76,0.00,17.94,0.00,68.53,10.00,21.91,0.00,0.00
0.27,8.85,0.00,11.24,0.00,67.63,0.00,23.07,0.00,0.00,13.18,0.00,20.27,0.00,67.55,10.00,23.50,0.00,0.00
0.36,10.72,0.00,13.68,0.00,66.77,0.00,23.87,0.00,0.00,15.15,0.00,20.43,0.00,69.07,10.00,21.84,0.00,0.00
0.44,11.89,0.00,15.19,0.00,69.15,0.00,21.75,0.00,0.00,16.45,0.00,19.13,0.00,69.52,10.00,20.50,0.00,0.00
0.54,11.63,0.00,15.31,0.00,70.84,0.00,20.12,0.00,0.00,17.05,0.00,18.69,0.00,69.31,10.00,20.70,0.00,0.00
0.63,11.66,0.00,14.88,0.00,70.53,0.00,20.14,0.00,0.00,15.89,0.00,18.67,0.00,70.03,10.00,19.97,0.00,0.00
0.72,11.42,0.00,14.36,0.00,71.16,0.00,19.58,0.00,0.00,14.89,0.00,18.23,0.00,69.22,10.00,20.83,0.00,0.00
0.82,10.95,0.00,13.63,0.00,71.38,0.00,19.42,0.00,0.00,14.51,0.00,18.03,0.00,68.54,10.00,21.56,0.00,0.00
0.92,10.68,0.00,13.32,0.00,70.98,0.00,19.67,0.00,0.00,14.96,0.00,18.48,0.00,68.31,10.00,21.90,0.00,0.00
1.01,10.55,0.00,13.23,0.00,70.89,0.00,19.77,0.00,0.00,15.55,0.00,18.89,0.00,67.86,10.00,22.41,0.00,0.00
1.11,10.50,0.00,13.17,0.00,70.63,0.00,20.16,0.00,0.00,15.76,0.00,19.16,0.00,67.58,10.00,22.73,0.00,0.00
1.20,10.42,0.00,13.10,0.00,70.70,0.00,20.16,0.00,0.00,16.76,0.00,19.31,0.00,66.41,10.00,23.71,0.00,0.00
1.32,10.42,0.00,13.02,0.00,70.72,0.00,20.09,0.00,0.00,16.02,0.00,19.16,0.00,66.90,10.00,23.34,0.00,0.00
1.40,10.41,0.00,13.40,0.00,70.61,0.00,20.48,0.00,0.00,15.47,0.00,19.08,0.00,67.38,10.00,22.91,0.00,0.00
1.49,10.40,0.00,13.28,0.00,70.54,0.00,20.52,0.00,0.00,15.86,0.00,19.09,0.00,67.00,10.00,23.21,0.00,0.00
