Timestamp,Kinect left shoulder flex.-ext.,WISE left shoulder flex.-ext.,Kinect left shoulder abd.-add.,WISE left shoulder abd.-add.,Kinect left shoulder int.- ext.,WISE left shoulder int.- ext.,Kinect left elbow flex.-ext.,WISE left elbow flex.-ext.,WISE left forearm pro.- sup.,Kinect right shoulder flex.-ext.,WISE right shoulder flex.-ext.,Kinect right shoulder Abd.-Add.,WISE right shoulder abd.-add.,Kinect right shoulder int.-ext.,WISE right shoulder int.-ext.,Kinect right elbow flex.-ext.,WISE right elbow flex.-ext.,WISE right forearm pro.-sup.
0.00,8.53,14.24,9.10,-19.31,-8.90,39.33,72.75,126.89,-5.43,-24.94,-54.62,19.70,24.50,-160.39,12.83,74.95,95.31,-96.87
0.21,3.67,0.53,4.74,-7.21,-12.03,42.06,32.58,81.37,-7.61,-28.39,-54.99,21.71,26.14,-164.69,14.44,77.24,95.04,-98.81
0.37,-1.55,-8.20,6.02,-8.26,666.00,44.00,14.12,46.96,-9.85,-26.51,-55.25,19.44,26.49,-164.28,14.58,71.32,95.06,-98.94
0.51,-5.97,-16.72,6.27,-6.43,666.00,49.32,14.08,21.14,-14.17,-26.58,-55.31,19.40,25.52,-164.71,13.85,71.28,94.98,-98.37
0.63,-7.03,-18.21,6.17,-4.81,666.00,49.32,16.49,9.77,82.43,-26.46,-55.39,19.45,26.44,-164.99,13.59,71.13,94.98,-98.83
0.77,-5.12,-13.69,5.99,-7.07,666.00,49.33,26.10,24.41,-19.81,-26.73,-55.14,19.95,26.43,-164.78,13.99,71.90,95.26,-98.71
0.90,-3.17,-9.79,5.90,-9.63,-3.37,46.56,42.27,31.19,-18.94,-26.45,-55.16,19.54,26.39,-163.96,14.07,71.46,95.46,-98.58
1.03,-0.88,-7.91,5.57,-9.86,-1.45,43.60,66.89,52.03,-18.11,-28.62,-55.33,19.72,25.98,-163.72,13.67,75.32,95.54,-97.99
1.16,11.51,-5.89,4.78,-9.93,177.53,42.78,93.72,96.52,-7.50,-28.67,-55.48,19.70,25.87,-163.84,13.54,75.50,95.36,-98.04
1.29,-1.03,-0.30,10.18,-10.64,-3.95,40.06,139.88,107.13,-6.02,-28.89,-155.16,20.12,-129.26,-163.18,-15.19,75.46,137.34,44.91
1.43,12.47,2.77,15.61,-12.20,-4.86,36.50,142.13,124.27,0.01,-29.49,-56.01,20.39,25.94,-162.95,13.29,75.98,95.13,-97.57
1.56,11.90,4.53,14.90,-14.38,-3.81,35.79,144.21,136.42,8.38,-29.58,-55.94,19.90,25.39,-163.06,13.09,75.78,95.19,-97.36
1.69,11.64,3.89,14.64,-14.81,-7.65,35.78,144.41,135.50,8.49,-29.43,-157.00,19.66,-129.45,-163.01,-14.28,75.50,137.05,46.45
1.83,13.29,3.18,16.19,-14.21,-9.07,35.76,138.67,134.82,8.21,-30.02,-55.86,20.23,25.57,-163.11,12.68,76.52,94.95,-97.78
1.96,3.31,2.38,5.21,-12.99,-5.40,35.98,118.48,121.43,6.30,-30.47,-55.78,19.41,25.83,-164.77,12.59,76.62,95.00,-97.90
2.08,-4.72,-2.10,2.43,-8.92,171.94,37.69,117.11,115.16,5.82,-30.93,-156.87,19.36,-129.14,-165.61,-14.95,77.11,136.45,45.52
2.21,-1.22,-5.81,6.37,-5.97,-5.27,40.46,66.24,102.14,1.15,-31.16,-55.75,19.41,25.36,-166.17,12.74,77.15,95.15,-97.55
2.34,-1.34,-7.50,6.39,-4.66,-6.81,42.85,42.39,70.09,-8.02,-29.98,-55.88,19.44,24.92,-165.74,12.53,75.91,95.28,-97.47
2.47,-1.80,-9.90,7.02,-7.86,666.00,44.50,26.98,50.40,-7.61,-29.60,-55.74,19.78,25.11,-166.42,12.48,74.98,95.00,-97.61
2.60,-1.44,-11.43,6.29,-9.08,666.00,49.11,15.20,28.75,-11.42,-29.19,-55.46,20.10,25.45,-166.89,12.40,74.27,94.58,-97.86
2.72,-4.78,-8.49,6.93,-13.00,666.00,-28.88,12.56,20.59,-9.72,-29.05,-8.81,19.67,54.32,-166.94,-75.38,74.27,95.03,-97.71
2.86,-5.79,-14.81,7.04,-8.04,666.00,50.62,18.03,24.84,-8.03,-28.86,-55.69,19.51,26.05,-166.81,12.19,74.13,95.16,-98.42
3.06,-3.30,-13.28,5.87,-8.76,666.00,50.79,19.81,26.32,-7.02,-29.28,-55.50,19.47,25.94,-167.39,12.86,74.23,95.41,-98.94
3.20,-2.01,-10.59,5.94,-9.95,666.00,50.81,23.53,28.67,-6.61,-29.57,-55.35,19.64,25.71,-167.39,13.78,74.54,151.12,-112.84
3.32,-1.85,-9.66,6.49,-10.11,666.00,48.82,23.05,28.48,-6.57,-29.41,-55.47,19.74,26.13,-167.09,14.01,74.39,95.98,-99.01
3.46,-1.97,-9.73,7.04,-9.34,666.00,50.87,21.49,22.33,-6.64,-29.75,-55.45,19.40,25.12,-167.47,14.03,74.86,96.12,-98.38
3.59,-4.44,-11.47,8.43,-5.00,666.00,53.70,21.62,24.35,-7.14,-29.87,-55.63,19.28,23.25,-167.91,12.89,75.03,96.42,-97.67
3.71,-6.28,-13.16,9.79,-1.44,666.00,55.69,21.32,27.41,-5.93,-30.96,-55.40,19.53,24.39,-168.21,13.43,76.27,95.80,-98.77
3.84,-6.96,-13.62,10.03,-0.06,666.00,54.47,19.80,32.97,102.00,-30.34,-55.25,19.36,23.96,-167.76,13.49,75.68,95.88,-99.10
3.97,-7.21,-13.40,10.10,-1.38,666.00,47.39,20.10,21.25,-7.98,-29.40,-55.52,19.47,24.07,-166.62,13.59,74.65,95.89,-98.95
4.10,-6.48,-13.01,9.17,-2.19,666.00,50.15,21.79,23.89,-6.50,-29.05,-55.47,19.48,25.40,-166.73,14.21,74.19,95.80,-99.72
4.23,-5.12,-12.87,8.12,-3.62,666.00,51.02,22.87,24.73,-5.83,-28.89,-55.89,19.54,24.92,-166.83,13.96,74.00,95.92,-99.12
4.36,-3.94,-11.92,7.33,-5.02,666.00,50.95,22.11,26.12,-6.23,-28.63,-55.57,19.43,24.88,-166.83,13.90,73.67,95.79,-99.49
4.49,-3.81,-11.79,7.49,-6.30,666.00,51.44,21.26,23.70,-6.55,-28.52,-55.75,19.57,24.74,-166.63,13.73,73.55,95.76,-99.39
4.74,-3.86,-12.13,7.42,-6.44,666.00,51.45,19.74,23.01,-6.10,-28.38,-55.73,19.29,25.06,-166.79,13.81,73.32,95.50,-99.73
4.86,-3.92,-12.26,7.42,-6.31,666.00,51.87,19.79,22.85,-6.46,-28.39,-55.23,19.19,24.94,-166.85,13.99,73.26,95.31,-100.18
4.99,-3.24,-12.23,6.64,-5.87,666.00,51.41,18.19,22.73,-6.27,-28.33,-55.27,18.84,24.59,-167.35,14.70,72.93,95.40,-99.99
5.11,-3.39,-7.19,6.76,-10.41,666.00,-26.28,21.38,22.77,-6.96,-28.47,-6.02,18.75,53.97,-167.49,-75.57,73.04,95.23,-99.93
5.24,-2.75,-11.53,6.05,-6.98,666.00,46.24,28.06,33.77,-52.54,-28.10,-54.90,19.07,24.26,-167.28,14.84,72.78,95.02,-99.19
5.37,-1.40,-7.64,7.29,-9.91,-7.33,33.12,52.83,55.14,-70.20,-28.85,-55.31,18.81,24.42,-166.33,14.37,73.83,94.98,-99.07
5.50,4.19,-1.90,5.39,-11.16,-12.25,35.99,79.63,72.22,-75.13,-29.48,-56.18,18.81,25.38,-165.48,14.74,74.80,94.94,-98.97
5.64,9.35,4.81,5.37,-13.52,167.01,37.71,85.65,84.87,-76.25,-24.77,-56.49,19.20,25.24,-163.22,14.54,74.04,95.27,-98.42
5.76,10.15,51.44,6.89,35.82,168.23,-114.07,84.28,61.10,27.61,-26.49,-56.37,17.95,25.61,-155.62,14.48,72.54,95.67,-97.77
5.89,10.73,1.08,7.13,-17.29,168.96,35.90,82.92,94.47,-81.33,-27.67,-55.43,16.83,23.20,-176.12,13.09,103.64,95.36,-97.13
6.03,9.45,-0.02,6.30,-17.03,168.28,35.35,85.77,96.03,-81.60,-28.50,-55.25,16.95,23.31,-176.20,13.37,104.07,94.68,-97.76
6.16,8.87,53.69,6.19,39.38,168.07,-106.70,88.34,58.56,17.55,-29.00,-55.72,17.11,23.64,-175.91,13.29,104.06,94.77,-97.66
6.29,9.01,-0.17,6.27,-16.43,167.83,34.71,88.18,96.76,-82.51,-28.97,-55.79,17.04,24.19,-175.24,13.49,103.55,94.95,-97.74
6.42,8.85,-0.35,5.89,-16.31,167.50,34.73,87.26,96.23,-83.04,-28.96,-55.93,17.46,24.71,-175.03,13.54,102.80,94.79,-97.52
6.56,8.77,53.54,6.04,39.83,166.98,-107.31,89.17,59.49,33.74,-28.78,-55.86,17.34,24.14,-174.15,13.41,102.33,94.68,-97.59
6.68,6.75,-0.40,5.09,-14.54,167.29,34.56,104.49,95.52,-36.25,-28.73,-55.97,17.25,24.14,-174.31,13.32,102.40,95.04,-97.49
6.81,5.46,0.75,4.86,-11.71,173.07,35.45,108.96,94.31,12.09,-28.55,-55.95,17.56,24.47,-174.22,13.40,101.90,95.02,-97.70
6.94,3.86,0.43,15.39,-10.50,9.24,37.90,89.48,92.35,60.61,-28.65,-56.28,18.31,24.61,-175.02,13.06,101.69,95.03,-97.59
7.07,2.06,-2.01,14.85,-8.85,9.79,45.83,86.43,90.35,68.78,-29.29,-56.12,19.22,24.64,-176.67,13.26,102.36,95.24,-97.36
7.20,0.36,-3.80,15.40,-8.94,12.32,48.73,83.76,88.31,70.83,-29.12,-56.12,19.49,24.64,-176.65,13.26,102.48,147.50,-116.19
7.33,1.01,-4.49,14.10,-9.04,12.50,49.22,81.93,87.52,71.18,-29.24,-56.40,19.57,24.30,-176.91,13.35,102.55,95.66,-97.12
7.46,0.70,-3.81,15.28,-8.96,11.41,49.01,83.08,87.57,70.99,-28.84,-56.17,18.83,24.30,-176.17,13.50,102.16,95.57,-97.27
