Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.29,4.41,97.80,10.79,-135.56,71.01,39.47,20.97,77.94,88.37,12.72,0.00,18.58,0.00,61.50,10.00,29.66,0.00,0.00
0.41,4.13,97.80,10.92,-135.56,71.16,39.47,20.99,4.63,6.31,12.60,0.00,18.82,0.00,61.74,10.00,29.55,0.00,0.00
0.54,3.79,17.96,11.03,4.20,71.31,23.37,21.05,4.63,6.31,12.60,-85.92,18.89,88.80,61.77,8.48,29.53,0.00,0.00
0.63,4.29,17.96,11.05,4.20,70.75,23.37,21.44,4.48,6.15,12.51,-85.92,18.96,88.80,61.90,8.48,29.49,0.00,0.00
0.74,4.46,17.83,11.04,4.10,70.53,23.22,21.60,4.63,5.99,12.48,-85.92,18.97,88.80,62.01,8.48,29.44,0.00,0.00
0.85,3.98,17.83,11.08,4.10,71.00,23.22,21.34,4.48,5.83,12.69,-85.92,18.84,88.80,61.84,8.48,29.46,0.00,0.00
0.93,3.94,17.59,11.09,4.16,71.03,23.40,21.33,4.68,5.98,12.63,-85.92,18.81,88.80,61.87,8.48,29.44,0.00,0.00
1.02,3.86,17.69,11.09,4.00,71.15,23.06,21.29,4.63,5.67,12.66,-85.92,18.67,88.80,61.83,8.48,29.39,0.00,0.00
1.13,4.13,18.12,11.00,4.32,70.89,23.24,21.41,4.63,5.67,12.57,-84.63,18.77,88.44,61.84,8.84,29.45,0.00,0.00
1.25,4.29,18.12,10.94,4.32,70.78,23.24,21.43,4.67,5.99,12.50,-84.63,18.71,88.44,61.94,8.84,29.37,0.00,0.00
1.33,3.65,18.27,10.91,4.39,71.45,23.07,20.97,4.50,5.83,12.89,-84.63,18.78,88.44,61.62,8.84,29.56,0.00,0.00
