Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.14,-12.90,88.39,17.04,89.10,0.00,0.53,24.90,0.00,0.00,-27.36,-91.61,32.73,90.90,0.00,0.53,17.92,0.00,0.00
0.23,-12.31,88.39,14.44,89.10,0.00,0.53,27.92,0.00,0.00,-18.38,-91.61,22.29,90.90,0.00,0.53,34.19,0.00,0.00
0.33,-11.10,88.39,13.16,89.10,0.00,0.53,29.72,0.00,0.00,-15.21,-91.61,19.39,90.90,0.00,0.53,32.39,0.00,0.00
0.42,-10.21,88.39,12.70,89.10,0.00,0.53,30.55,0.00,0.00,-15.66,-91.61,19.26,90.90,0.00,0.53,32.15,0.00,0.00
0.54,-9.59,88.39,11.97,89.10,0.00,0.53,28.91,0.00,0.00,-15.99,-91.61,18.90,90.90,0.00,0.53,29.01,0.00,0.00
0.62,-10.01,88.39,12.10,89.10,0.00,0.53,27.26,0.00,0.00,-16.36,-91.61,19.24,90.90,0.00,0.53,26.33,0.00,0.00
0.71,-10.13,88.39,12.12,89.10,0.00,0.53,26.08,0.00,0.00,-16.25,-91.61,18.98,90.90,0.00,0.53,26.15,0.00,0.00
0.79,-10.40,88.39,12.52,89.10,0.00,0.53,26.00,0.00,0.00,-13.52,-91.61,18.27,90.90,0.00,0.53,25.44,0.00,0.00
0.88,-11.95,88.39,14.53,89.10,0.00,0.53,27.48,0.00,0.00,-15.03,-91.61,18.56,90.90,0.00,0.53,31.49,0.00,0.00
0.96,-13.05,88.39,15.64,89.10,0.00,0.53,28.19,0.00,0.00,-15.10,-91.61,18.32,90.90,0.00,0.53,30.10,0.00,0.00
