Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.24,-4.96,0.00,9.95,0.00,0.00,0.00,20.15,0.00,0.00,-11.41,88.62,15.56,43.94,0.00,-25.80,26.38,88.46,90.66
0.36,-5.14,95.95,10.16,169.74,0.00,-137.01,20.52,81.91,83.42,-11.29,88.62,15.47,43.94,0.00,-25.80,26.22,88.46,90.66
0.47,-5.32,96.06,10.44,168.77,0.00,-137.00,20.94,81.76,83.19,-11.39,88.62,15.58,43.94,0.00,-25.80,26.34,88.46,90.66
0.62,-5.43,96.06,10.61,168.77,0.00,-137.00,21.22,81.76,83.19,-11.26,88.62,15.49,43.94,0.00,-25.80,26.33,88.46,90.66
0.73,-5.46,96.06,10.68,168.77,0.00,-137.00,21.34,81.76,83.19,-11.33,88.62,15.55,43.94,0.00,-25.80,26.59,88.46,90.66
0.84,-5.47,96.06,10.72,168.77,0.00,-137.00,21.54,81.76,83.19,-11.56,88.62,15.71,43.94,0.00,-25.80,26.97,88.46,90.66
0.92,-5.48,8.07,10.74,3.90,0.00,-27.34,21.62,81.76,83.19,-11.55,7.95,15.72,4.04,0.00,-83.84,27.06,88.46,90.66
1.01,-5.50,8.07,10.78,3.90,0.00,-27.34,21.65,81.76,83.19,-11.45,7.95,15.63,4.04,0.00,-83.84,26.99,88.46,90.66
1.14,-5.49,8.22,10.79,3.99,0.00,-27.17,21.71,81.56,83.16,-11.46,7.95,15.64,4.04,0.00,-83.84,27.06,88.46,90.66
1.24,-5.49,7.87,10.83,4.09,0.00,-27.29,21.73,81.56,83.16,-11.39,7.62,15.60,3.92,0.00,-83.73,26.95,88.46,90.66
1.33,-5.43,7.89,10.94,4.09,0.00,-26.96,21.77,81.51,83.10,-11.45,7.62,15.65,3.92,0.00,-83.73,26.81,88.46,90.66
1.44,-5.42,7.89,11.02,4.09,0.00,-26.96,21.83,81.51,83.10,-11.40,7.62,15.62,3.92,0.00,-83.73,26.81,88.46,90.66
1.55,-5.33,7.78,9.62,3.97,0.00,-26.85,21.00,81.51,83.10,-11.33,7.49,15.57,4.05,0.00,-83.85,26.74,88.46,90.66
1.65,-5.35,7.76,9.01,3.97,0.00,-27.17,20.62,81.56,83.16,-11.31,7.49,15.57,4.05,0.00,-83.85,26.71,88.46,90.66
1.74,-5.44,7.76,9.93,3.97,0.00,-27.17,21.20,81.56,83.16,-11.46,7.49,15.70,4.05,0.00,-83.85,26.83,88.46,90.66
1.84,-5.45,8.44,10.15,4.23,0.00,-27.17,21.35,81.56,83.16,-11.43,8.17,15.67,3.80,0.00,-83.84,26.54,88.46,90.66
1.93,-5.43,8.44,10.21,4.23,0.00,-27.17,21.32,81.56,83.16,-11.39,8.17,15.66,3.80,0.00,-83.84,26.21,88.46,90.66
