Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.21,-15.74,0.00,25.30,0.00,0.00,0.00,10.60,0.00,0.00,-11.16,17.13,16.12,-4.84,0.00,35.99,27.42,98.16,-87.99
0.33,-15.77,88.36,25.28,89.45,0.00,-4.35,17.55,0.00,0.00,-11.15,13.80,16.10,0.68,0.00,13.30,27.55,98.16,-87.99
0.45,-15.48,88.36,25.07,89.45,0.00,-4.35,17.18,0.00,0.00,-11.14,13.95,16.08,0.64,0.00,13.47,27.56,98.29,-87.96
0.59,-15.35,88.36,25.01,89.45,0.00,-4.35,17.15,0.00,0.00,-11.17,13.95,16.10,0.64,0.00,13.47,27.53,98.29,-87.96
0.71,-15.49,6.80,25.05,-2.77,0.00,-22.85,17.09,89.87,92.88,-11.21,13.95,16.13,0.64,0.00,13.47,27.66,98.29,-87.96
0.81,-15.30,6.80,24.95,-2.77,0.00,-22.85,17.03,89.87,92.88,-11.21,13.95,16.14,0.64,0.00,13.47,27.68,98.29,-87.96
0.90,-15.72,6.80,25.19,-2.77,0.00,-22.85,11.96,89.87,92.88,-11.19,13.95,16.13,0.64,0.00,13.47,27.67,98.29,-87.96
0.99,-15.56,6.80,25.14,-2.77,0.00,-22.85,17.43,89.87,92.88,-11.15,13.95,16.12,0.64,0.00,13.47,27.65,98.29,-87.96
1.09,-15.36,6.80,25.04,-2.77,0.00,-22.85,16.83,89.87,92.88,-11.15,13.95,16.14,0.64,0.00,13.47,27.73,98.29,-87.96
1.21,-15.32,6.80,25.01,-2.77,0.00,-22.85,17.05,89.87,92.88,-11.06,13.79,16.09,0.66,0.00,13.63,27.64,98.12,-87.96
1.31,-15.23,6.80,24.94,-2.77,0.00,-22.85,16.94,89.87,92.88,-11.08,13.79,16.11,0.66,0.00,13.63,27.77,98.12,-87.96
1.41,-15.41,6.80,25.04,-2.77,0.00,-22.85,17.03,89.87,92.88,-11.03,13.80,16.09,0.68,0.00,13.30,27.75,98.16,-87.99
1.52,-15.42,6.80,25.07,-2.77,0.00,-22.85,17.19,89.87,92.88,-11.01,13.80,16.07,0.68,0.00,13.30,27.72,98.16,-87.99
1.61,-15.36,7.02,25.05,-2.53,0.00,-22.84,17.03,89.87,92.88,-10.95,14.02,16.00,0.44,0.00,13.26,27.59,98.16,-87.99
1.71,-15.42,7.02,25.04,-2.53,0.00,-22.84,17.28,89.87,92.88,-10.95,14.02,16.01,0.44,0.00,13.26,27.63,98.16,-87.99
1.79,-15.54,7.02,25.11,-2.53,0.00,-22.84,13.40,89.87,92.88,-10.98,14.02,16.05,0.44,0.00,13.26,27.71,98.16,-87.99
1.90,-15.61,7.02,25.16,-2.53,0.00,-22.84,13.45,89.87,92.88,-10.99,14.04,16.06,0.69,0.00,14.26,27.69,97.53,-87.29
2.01,-15.40,7.02,25.02,-2.53,0.00,-22.84,16.92,89.87,92.88,-10.76,14.04,15.97,0.69,0.00,14.26,27.29,97.53,-87.29
2.09,-15.63,7.02,25.15,-2.53,0.00,-22.84,17.35,89.87,92.88,-10.34,14.04,15.81,0.69,0.00,14.26,27.19,97.53,-87.29
2.20,-15.71,7.02,25.19,-2.53,0.00,-22.84,12.81,89.87,92.88,-10.14,14.04,15.73,0.69,0.00,14.26,26.90,97.53,-87.29
2.29,-15.94,7.13,25.27,-2.67,0.00,-22.28,17.76,89.87,92.88,-10.06,14.17,15.72,0.90,0.00,13.72,26.74,97.53,-87.29
2.38,-15.78,7.13,25.19,-2.67,0.00,-22.28,17.43,89.87,92.88,-10.04,14.17,15.71,0.90,0.00,13.72,26.76,97.53,-87.29
2.47,-15.64,7.13,25.14,-2.67,0.00,-22.28,17.32,89.87,92.88,-10.04,14.17,15.70,0.90,0.00,13.72,26.72,97.53,-87.29
2.58,-15.69,7.13,25.13,-2.67,0.00,-22.28,17.24,89.87,92.88,-10.03,14.29,15.71,1.64,0.00,14.77,26.71,96.18,-85.75
