Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
1.51,22.70,0.00,23.82,0.00,48.53,0.00,113.62,0.00,0.00,22.45,0.00,26.95,0.00,65.97,10.00,134.88,0.00,0.00
1.70,21.65,0.00,23.13,0.00,97.36,0.00,148.69,0.00,0.00,25.72,0.00,28.75,0.00,51.68,10.00,126.12,0.00,0.00
1.84,21.46,0.00,22.91,0.00,96.69,0.00,149.45,0.00,0.00,25.64,0.00,28.66,0.00,57.22,10.00,127.01,0.00,0.00
1.95,21.31,0.00,22.72,0.00,95.78,0.00,150.54,0.00,0.00,25.60,0.00,28.60,0.00,49.48,10.00,126.08,0.00,0.00
2.07,21.23,0.00,22.64,0.00,95.54,0.00,151.07,0.00,0.00,25.51,0.00,28.52,0.00,54.22,10.00,127.60,0.00,0.00
2.18,21.05,0.00,22.44,0.00,95.23,0.00,151.70,0.00,0.00,25.28,0.00,28.52,0.00,56.65,10.00,129.12,0.00,0.00
2.27,20.89,0.00,22.25,0.00,95.16,0.00,152.04,0.00,0.00,25.11,0.00,28.40,0.00,50.75,10.00,125.15,0.00,0.00
2.39,20.98,0.00,22.40,0.00,95.27,0.00,152.06,0.00,0.00,26.67,0.00,29.43,0.00,60.68,10.00,131.55,0.00,0.00
2.47,20.92,0.00,22.33,0.00,95.36,0.00,152.14,0.00,0.00,26.88,0.00,29.81,0.00,47.89,10.00,119.02,0.00,0.00
2.57,20.57,0.00,21.81,0.00,95.01,0.00,153.92,0.00,0.00,27.39,0.00,30.16,0.00,56.50,10.00,129.18,0.00,0.00
2.68,20.53,0.00,21.90,0.00,95.60,0.00,152.88,0.00,0.00,28.36,0.00,30.68,0.00,56.25,10.00,128.66,0.00,0.00
2.77,20.74,0.00,22.15,0.00,96.53,0.00,151.38,0.00,0.00,28.24,0.00,30.46,0.00,54.56,10.00,128.41,0.00,0.00
2.85,20.80,0.00,22.13,0.00,96.62,0.00,151.39,0.00,0.00,26.48,0.00,29.33,0.00,49.44,10.00,126.43,0.00,0.00
2.94,20.92,0.00,22.23,0.00,97.46,0.00,150.39,0.00,0.00,25.82,0.00,28.90,0.00,57.14,10.00,127.47,0.00,0.00
3.02,20.97,0.00,22.30,0.00,97.98,0.00,149.79,0.00,0.00,25.51,0.00,28.67,0.00,51.55,10.00,126.20,0.00,0.00
3.11,21.02,0.00,22.32,0.00,97.86,0.00,149.94,0.00,0.00,25.54,0.00,28.65,0.00,57.83,10.00,122.29,0.00,0.00
3.20,20.98,0.00,22.21,0.00,98.07,0.00,149.95,0.00,0.00,25.52,0.00,28.55,0.00,52.42,10.00,125.32,0.00,0.00
3.29,21.11,0.00,22.16,0.00,96.48,0.00,152.70,0.00,0.00,25.59,0.00,28.68,0.00,50.19,10.00,125.02,0.00,0.00
3.36,21.21,0.00,22.31,0.00,97.03,0.00,151.76,0.00,0.00,25.61,0.00,28.66,0.00,51.63,10.00,126.16,0.00,0.00
3.47,21.26,0.00,22.39,0.00,97.31,0.00,151.27,0.00,0.00,25.55,0.00,28.57,0.00,52.20,10.00,127.44,0.00,0.00
3.56,21.63,0.00,22.70,0.00,96.39,0.00,152.70,0.00,0.00,25.48,0.00,28.51,0.00,51.28,10.00,126.10,0.00,0.00
3.66,21.62,0.00,22.79,0.00,97.31,0.00,151.07,0.00,0.00,25.47,0.00,28.50,0.00,50.51,10.00,124.71,0.00,0.00
3.76,21.40,0.00,22.57,0.00,97.74,0.00,150.60,0.00,0.00,25.78,0.00,28.73,0.00,53.06,10.00,125.77,0.00,0.00
3.84,21.58,0.00,22.71,0.00,98.20,0.00,150.38,0.00,0.00,25.81,0.00,28.74,0.00,52.06,10.00,124.99,0.00,0.00
3.95,21.52,0.00,22.62,0.00,97.48,0.00,151.61,0.00,0.00,25.70,0.00,28.79,0.00,53.33,10.00,124.68,0.00,0.00
4.06,21.27,0.00,22.35,0.00,97.36,0.00,151.19,0.00,0.00,25.56,0.00,28.91,0.00,50.32,10.00,126.80,0.00,0.00
4.15,20.94,0.00,21.81,0.00,97.16,0.00,151.01,0.00,0.00,25.43,0.00,28.72,0.00,51.36,10.00,126.76,0.00,0.00
4.24,20.90,0.00,21.87,0.00,97.40,0.00,150.01,0.00,0.00,25.34,0.00,28.61,0.00,58.79,10.00,129.94,0.00,0.00
4.32,20.79,0.00,21.84,0.00,98.09,0.00,148.90,0.00,0.00,25.43,0.00,28.89,0.00,54.12,10.00,127.30,0.00,0.00
4.39,20.69,0.00,21.75,0.00,98.60,0.00,147.85,0.00,0.00,25.26,0.00,28.76,0.00,53.03,10.00,126.93,0.00,0.00
4.47,20.60,0.00,21.71,0.00,99.47,0.00,147.12,0.00,0.00,25.11,0.00,28.78,0.00,53.63,10.00,125.36,0.00,0.00
