Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.21,-4.04,125.27,12.42,112.39,0.00,-6.45,23.89,0.00,0.00,-15.49,-54.73,20.08,67.61,0.00,-6.45,32.69,0.00,0.00
0.33,-4.11,125.14,12.34,112.22,0.00,-6.43,24.05,0.00,0.00,-15.36,-54.86,19.98,67.78,0.00,-6.43,32.53,0.00,0.00
0.45,-4.14,125.14,12.27,112.22,0.00,-6.43,24.01,0.00,0.00,-15.26,7.53,19.92,-6.70,0.00,18.49,32.49,77.13,-84.99
0.60,-4.18,21.40,12.25,23.91,0.00,-20.75,24.06,6.29,54.47,-15.12,7.53,19.83,-6.70,0.00,18.49,32.32,77.13,-84.99
0.75,-4.22,21.40,12.32,23.91,0.00,-20.75,24.32,8.26,-8.15,-15.10,7.53,19.82,-6.70,0.00,18.49,32.31,77.13,-84.99
0.83,-4.21,21.40,12.35,23.91,0.00,-20.75,24.37,8.26,-8.15,-15.07,7.53,19.77,-6.70,0.00,18.49,32.36,27.57,-13.57
0.91,-4.32,20.70,12.36,23.75,0.00,-20.68,24.53,8.26,-8.15,-14.97,6.90,19.70,-6.58,0.00,18.70,32.06,27.57,-13.57
1.00,-4.15,20.70,12.32,23.75,0.00,-20.68,24.38,8.46,-8.04,-14.97,6.90,19.68,-6.58,0.00,18.70,32.25,27.57,-13.57
1.09,-3.96,21.96,12.22,23.65,0.00,-19.44,24.02,7.65,-9.20,-15.11,6.90,19.78,-6.58,0.00,18.70,32.39,27.57,-13.57
1.18,-2.80,21.96,12.06,23.65,0.00,-19.44,23.44,7.65,-9.20,-15.11,7.39,19.81,-6.51,0.00,18.11,32.37,27.13,-13.20
1.31,0.83,17.47,12.10,23.73,0.00,-23.07,22.60,7.65,-9.20,-15.11,4.40,19.82,-5.93,0.00,23.53,32.38,27.13,-13.20
1.42,9.29,17.47,15.94,23.73,0.00,-23.07,26.00,7.65,-9.20,-15.08,5.74,19.88,-5.86,0.00,23.46,32.50,25.94,-13.41
1.50,29.50,15.03,33.09,21.95,0.00,-23.08,20.67,7.65,-9.20,-14.71,3.74,19.75,-4.14,0.00,24.12,32.27,25.94,-13.41
1.59,35.26,13.84,38.07,21.50,0.00,-23.45,19.69,7.65,-9.20,-14.58,2.82,19.75,-3.64,0.00,24.79,32.33,25.94,-13.41
1.67,43.59,66.89,46.11,60.81,0.00,-62.46,21.06,38.87,-11.33,-14.59,2.82,19.81,-3.64,0.00,24.79,32.42,25.94,-13.41
1.76,50.60,74.17,52.43,68.88,0.00,-62.80,16.54,45.14,-9.98,-14.71,2.82,19.78,-3.64,0.00,24.79,31.74,25.94,-13.41
1.84,60.72,74.17,62.31,68.88,0.00,-62.80,18.60,45.14,-9.98,-15.04,2.82,20.09,-3.64,0.00,24.79,32.03,26.21,-14.70
1.94,69.91,74.17,71.66,68.88,0.00,-62.80,22.19,45.14,-9.98,-15.56,3.63,20.70,-3.30,0.00,21.67,32.14,25.61,-12.37
2.03,68.72,68.79,70.62,63.33,0.00,-60.72,28.20,45.14,-9.98,-15.54,-0.97,21.00,-2.40,0.00,22.51,32.27,25.61,-12.37
2.12,74.17,68.33,76.35,62.93,0.00,-60.60,36.59,45.14,-9.98,-15.44,-1.32,21.05,-2.27,0.00,22.64,32.31,25.61,-12.37
2.20,89.50,113.05,89.57,122.31,0.00,-58.85,30.65,86.78,5.02,-15.35,-1.32,21.00,-2.27,0.00,22.64,32.17,25.61,-12.37
2.28,98.35,115.94,97.35,125.91,0.00,-58.61,28.40,89.85,6.56,-15.41,-1.32,21.12,-2.27,0.00,22.64,32.24,25.61,-12.37
2.36,107.54,115.94,105.70,125.91,0.00,-58.61,25.46,89.85,6.56,-15.51,-1.32,21.30,-2.27,0.00,22.64,32.46,26.42,-13.04
2.46,112.61,115.94,110.24,125.91,0.00,-58.61,26.24,89.85,6.56,-15.58,-1.32,21.34,-2.27,0.00,22.64,32.39,26.28,-13.19
2.54,119.73,115.94,117.10,125.91,0.00,-58.61,23.43,36.45,-10.13,-15.50,-1.32,21.41,-2.27,0.00,22.64,32.35,26.28,-13.19
2.63,125.63,115.94,122.58,125.91,0.00,-58.61,22.48,41.84,-10.21,-15.32,-1.32,21.34,-2.27,0.00,22.64,32.12,26.28,-13.19
2.71,132.93,115.94,128.84,125.91,0.00,-58.61,27.92,41.84,-10.21,-15.09,0.60,21.23,-2.25,0.00,20.55,31.76,24.49,-11.62
2.80,138.09,115.94,132.94,125.91,0.00,-58.61,28.01,41.84,-10.21,-14.76,0.92,21.02,-2.31,0.00,20.54,31.54,24.17,-11.63
2.88,142.07,111.82,137.75,118.23,0.00,-57.59,23.00,41.84,-10.21,-14.97,-3.14,21.31,-0.61,0.00,23.65,31.39,24.17,-11.63
2.97,145.30,111.67,141.09,117.86,0.00,-57.47,22.29,41.84,-10.21,-15.37,-3.35,21.73,-0.58,0.00,23.90,31.79,24.17,-11.63
3.06,150.14,159.35,145.91,162.99,0.00,-102.19,21.93,8.58,-31.65,-16.88,-3.35,22.86,-0.58,0.00,23.90,33.39,24.17,-11.63
3.15,153.85,159.35,149.39,162.99,0.00,-102.19,21.63,8.58,-31.65,-17.76,-2.97,23.44,-1.02,0.00,23.72,34.40,23.64,-11.37
3.26,159.26,158.62,153.90,162.68,0.00,-101.68,21.55,8.58,-31.65,-17.83,-3.85,23.47,-0.97,0.00,24.26,34.47,23.64,-11.37
3.37,164.98,158.62,158.59,162.68,0.00,-101.68,21.07,8.58,-31.65,-18.11,-4.18,23.68,-0.89,0.00,23.95,34.79,23.97,-11.07
3.51,169.84,158.62,162.43,162.68,0.00,-101.68,19.80,39.70,-17.17,-18.58,-4.18,24.15,-0.89,0.00,23.95,35.17,23.97,-11.07
3.65,173.53,158.62,164.14,162.68,0.00,-101.68,20.32,39.70,-17.17,-18.86,-4.18,24.46,-0.89,0.00,23.95,35.32,24.01,-11.14
3.73,175.49,158.62,163.27,162.68,0.00,-101.68,21.68,39.70,-17.17,-18.91,-5.05,24.52,-1.00,0.00,23.85,35.40,24.76,-10.84
3.80,175.31,158.62,163.01,162.68,0.00,-101.68,21.73,39.70,-17.17,-18.89,-5.05,24.50,-1.00,0.00,23.85,35.36,24.34,-10.30
3.89,172.29,157.99,161.63,163.25,0.00,-100.41,21.76,39.70,-17.17,-19.02,-6.05,24.50,-1.92,0.00,24.85,35.31,24.34,-10.30
4.00,166.69,164.80,157.66,164.43,0.00,-83.18,21.76,38.32,-30.12,-18.81,-6.05,24.25,-1.92,0.00,24.85,35.11,24.34,-10.30
4.11,153.00,165.11,146.09,164.71,0.00,-85.08,23.62,38.32,-30.12,-19.16,-5.23,24.28,-1.90,0.00,23.15,35.10,24.34,-10.30
4.22,136.06,165.11,130.96,164.71,0.00,-85.08,27.66,38.32,-30.12,-20.28,-3.92,24.91,-2.72,0.00,23.20,35.39,22.81,-10.30
4.32,110.64,166.39,107.00,164.19,0.00,-88.00,37.21,38.32,-30.12,-19.80,-1.85,24.43,-1.62,0.00,20.74,34.56,22.81,-10.30
4.41,70.61,94.14,76.01,93.29,0.00,-48.32,49.64,100.33,8.38,-18.46,-1.85,22.88,-1.62,0.00,20.74,33.34,22.81,-10.30
4.52,52.61,94.14,63.65,93.29,0.00,-48.32,48.13,100.33,8.38,-17.31,-3.10,21.99,-1.92,0.00,19.35,32.45,23.86,-8.71
4.63,28.23,94.14,39.63,93.29,0.00,-48.32,28.51,32.23,-5.79,-16.80,-3.10,21.06,-1.92,0.00,19.35,31.34,23.86,-8.71
4.72,11.56,94.14,21.25,93.29,0.00,-48.32,21.46,32.23,-5.79,-17.41,-7.44,21.43,-0.03,0.00,22.70,31.96,28.62,-11.73
4.79,1.37,94.14,12.45,93.29,0.00,-48.32,20.18,32.23,-5.79,-18.11,-9.45,22.44,0.43,0.00,24.61,32.66,30.62,-13.21
4.87,-2.56,94.14,11.77,93.29,0.00,-48.32,21.49,32.23,-5.79,-18.28,-9.45,22.56,0.43,0.00,24.61,33.17,27.90,-9.27
4.98,-7.25,118.49,14.45,123.75,0.00,-51.29,26.03,32.23,-5.79,-18.58,8.36,23.29,-12.22,0.00,13.48,32.03,27.90,-9.27
5.06,-4.50,21.02,12.02,28.42,0.00,-21.72,23.64,37.46,2.24,-19.00,8.36,24.79,-12.22,0.00,13.48,28.83,27.90,-9.27
5.15,-4.56,21.48,9.63,30.10,0.00,-31.24,24.93,34.41,9.09,-18.94,8.36,25.23,-12.22,0.00,13.48,28.11,27.90,-9.27
5.23,-5.12,21.48,11.25,30.10,0.00,-31.24,26.74,34.41,9.09,-17.08,8.36,23.99,-12.22,0.00,13.48,29.52,22.60,7.86
5.32,-5.36,21.48,14.59,30.10,0.00,-31.24,31.53,34.41,9.09,-10.97,8.36,21.59,-12.22,0.00,13.48,26.85,26.87,8.48
5.40,1.42,21.48,11.97,30.10,0.00,-31.24,33.86,21.08,-11.13,-6.64,8.36,20.25,-12.22,0.00,13.48,31.58,26.87,8.48
5.49,2.58,21.73,13.00,40.67,0.00,-43.14,35.17,15.02,-5.58,-2.07,8.36,21.32,-12.22,0.00,13.48,32.20,26.87,8.48
5.63,3.13,21.73,14.17,40.67,0.00,-43.14,34.20,15.02,-5.58,-3.92,8.36,22.37,-12.22,0.00,13.48,32.93,33.32,3.78
5.73,3.50,21.14,12.56,39.11,0.00,-40.25,30.95,16.88,-7.78,-7.13,8.36,24.22,-12.22,0.00,13.48,28.15,33.32,3.78
5.81,2.11,21.14,12.89,39.11,0.00,-40.25,30.88,16.88,-7.78,-9.27,8.36,30.80,-12.22,0.00,13.48,26.35,16.45,1.63
5.89,-7.10,21.14,16.84,39.11,0.00,-40.25,33.50,16.88,-7.78,-17.83,8.36,33.44,-12.22,0.00,13.48,24.05,17.29,-6.58
5.97,-10.25,21.14,23.08,39.11,0.00,-40.25,38.65,16.01,5.24,-16.08,8.36,32.28,-12.22,0.00,13.48,33.53,17.29,-6.58
6.06,-14.29,21.14,36.06,39.11,0.00,-40.25,43.31,16.63,3.66,-19.69,8.36,31.29,-12.22,0.00,13.48,40.48,17.29,-6.58
6.15,9.60,21.14,18.49,39.11,0.00,-40.25,29.62,16.63,3.66,-16.60,13.91,30.99,-10.08,0.00,37.35,48.30,14.05,-33.45
6.24,7.22,21.14,15.01,39.11,0.00,-40.25,25.60,16.63,3.66,-11.07,14.83,25.13,-7.87,0.00,47.20,1.11,14.87,-43.67
6.35,10.81,21.14,17.75,39.11,106.49,-40.25,92.08,7.64,-17.74,-6.05,14.83,22.60,-7.87,-56.31,47.20,125.60,14.87,-43.67
6.44,13.93,21.14,20.45,39.11,86.37,-40.25,106.20,7.64,-17.74,-0.49,14.79,17.73,-1.73,-73.64,72.44,152.02,19.11,-68.66
