Timestamp,Kinect left shoulder flex.-ext.,WISE left shoulder flex.-ext.,Kinect left shoulder abd.-add.,WISE left shoulder abd.-add.,Kinect left shoulder int.- ext.,WISE left shoulder int.- ext.,Kinect left elbow flex.-ext.,WISE left elbow flex.-ext.,WISE left forearm pro.- sup.,Kinect right shoulder flex.-ext.,WISE right shoulder flex.-ext.,Kinect right shoulder Abd.-Add.,WISE right shoulder abd.-add.,Kinect right shoulder int.-ext.,WISE right shoulder int.-ext.,Kinect right elbow flex.-ext.,WISE right elbow flex.-ext.,WISE right forearm pro.-sup.
0.00,150.64,137.93,138.88,152.80,666.00,-124.94,21.34,15.85,43.34,-28.71,-49.71,22.36,28.42,-164.91,18.30,69.63,98.57,-105.50
0.22,64.11,104.21,77.03,116.08,-44.39,-41.94,61.92,30.26,26.94,-30.37,-49.91,22.25,27.20,-167.65,17.29,72.16,97.84,-104.57
0.39,14.82,60.39,38.12,41.28,-18.63,38.98,41.71,44.63,10.72,-29.96,-49.49,22.31,25.65,-166.11,16.92,73.21,98.29,-103.14
0.52,1.60,37.44,18.39,18.29,666.00,30.73,27.80,21.04,-8.81,-28.72,-49.58,21.52,25.08,-164.95,17.85,72.79,97.93,-103.62
0.65,-0.49,-3.28,6.17,-6.99,666.00,41.10,18.02,18.80,-7.97,-26.64,-52.78,20.47,27.51,-165.15,15.18,70.40,95.66,-105.20
0.90,-1.04,-7.79,4.42,-9.39,666.00,50.68,17.83,21.37,-3.09,-26.07,-53.76,20.63,27.81,-164.96,14.29,69.29,95.83,-105.37
1.03,-0.51,-3.81,4.42,-7.24,666.00,53.74,20.81,20.79,-1.37,-26.03,-54.00,20.90,28.76,-164.60,13.82,69.21,95.61,-105.34
1.17,-0.10,-2.77,4.80,-7.42,666.00,50.84,21.06,18.87,1.98,-27.41,-53.94,21.02,27.96,-165.57,13.05,70.87,95.30,-104.58
1.30,-0.09,-2.78,4.73,-7.68,666.00,47.37,21.01,18.53,-0.54,-27.32,-53.76,20.96,28.03,-165.54,12.94,70.66,95.40,-104.65
1.47,-0.40,-5.18,4.34,-8.42,666.00,49.57,17.20,19.58,-0.27,-27.08,-54.10,21.07,28.45,-165.42,12.93,70.52,95.57,-104.49
1.60,-0.66,-6.02,4.00,-8.58,666.00,50.89,15.82,28.27,109.99,-27.03,-54.02,20.94,27.82,-165.71,13.18,70.38,95.61,-104.31
1.73,-1.03,-5.82,3.76,-8.41,666.00,52.63,16.17,18.94,1.89,-27.19,-53.74,21.11,27.79,-165.74,13.16,70.69,95.47,-104.55
1.86,-1.29,-4.79,3.77,-8.07,666.00,52.72,17.93,18.65,1.64,-27.48,-53.93,21.31,28.11,-165.55,13.38,71.11,95.34,-104.63
1.99,-1.26,-2.71,3.93,-9.97,666.00,53.89,19.23,18.64,1.61,-27.63,-52.80,21.46,28.93,-165.44,10.79,71.12,94.95,-103.05
2.12,-1.05,-1.38,4.09,-10.56,666.00,56.10,20.16,18.46,1.66,-27.52,-52.63,21.60,27.56,-165.04,8.43,70.84,94.76,-102.40
2.25,-0.62,-0.89,4.17,-11.72,666.00,57.70,19.77,18.30,1.03,-27.46,-52.00,21.51,27.54,-164.93,7.12,70.95,94.24,-102.19
2.39,-0.26,-0.80,4.12,-11.60,666.00,56.93,19.18,18.44,1.50,-27.40,-51.79,21.47,28.18,-164.81,8.19,70.74,94.41,-102.83
2.51,-0.10,-1.58,4.07,-10.55,666.00,56.34,18.98,18.50,1.92,-27.24,-51.92,21.32,27.45,-164.80,10.40,70.65,94.69,-103.27
2.64,-0.08,-2.06,4.03,-9.97,666.00,56.19,18.80,18.47,1.73,-27.09,-153.12,21.05,-127.86,-164.95,-13.27,70.51,135.84,40.77
2.77,-0.11,-1.86,3.94,-9.37,666.00,55.29,18.92,18.22,1.42,-28.01,-51.96,20.15,26.09,-166.19,11.86,71.11,94.85,-103.02
2.90,-0.12,-2.09,3.86,-9.36,666.00,55.15,18.14,18.04,1.25,-28.43,-52.31,19.77,26.50,-166.74,11.85,71.38,95.06,-102.97
3.03,-0.21,-2.78,3.73,-9.53,666.00,54.59,17.85,18.17,1.25,-28.13,-52.52,19.93,26.60,-166.53,11.86,71.12,95.00,-102.40
3.16,0.03,-3.25,3.64,-9.65,666.00,52.85,18.83,18.61,-3.12,-28.12,-52.86,19.95,26.13,-166.50,11.76,71.13,94.93,-102.14
3.29,1.45,-0.43,4.12,-5.64,666.00,-29.59,23.01,18.68,-12.33,-28.46,-2.54,19.33,55.93,-166.73,-78.58,71.45,94.84,-102.05
3.42,3.93,3.58,5.22,-11.41,666.00,45.45,26.89,24.54,-29.44,-29.42,-53.13,19.13,26.36,-166.93,12.20,72.63,94.75,-101.85
3.55,6.16,4.97,5.66,-11.98,174.74,43.21,44.13,37.78,-41.93,-29.64,-52.93,18.52,25.30,-166.98,11.58,73.03,94.50,-101.29
3.69,7.58,3.09,4.37,1.78,-180.00,-32.86,60.79,56.17,-44.95,-29.72,-3.43,17.99,55.70,-166.92,-78.88,73.35,94.56,-101.20
3.82,15.22,14.48,2.36,-16.23,-176.38,45.06,104.74,100.05,-25.09,-29.61,-53.50,18.08,26.38,-166.64,11.39,73.54,94.38,-101.18
4.03,17.39,15.10,5.56,-17.28,-177.62,44.14,116.56,107.20,-22.82,-28.90,-53.59,17.68,26.04,-165.65,11.26,72.88,94.45,-101.04
4.16,3.56,14.47,11.52,-16.83,-1.12,43.06,136.01,110.05,-21.66,-28.34,-53.67,17.85,26.79,-164.32,11.43,72.83,151.10,-116.94
4.29,3.41,14.32,11.89,-16.64,-2.93,42.98,137.23,111.60,-22.16,-27.77,-53.83,17.83,26.44,-163.77,11.22,72.39,94.31,-101.11
4.42,3.40,14.47,12.25,-16.34,-3.76,42.15,138.06,113.50,-21.82,-27.62,-53.73,17.81,27.08,-163.53,11.42,72.35,94.23,-101.46
4.55,12.51,14.66,10.82,-16.36,176.62,42.11,126.96,113.75,-21.52,-27.02,-53.70,17.77,26.71,-163.09,11.49,71.70,94.48,-101.25
4.69,5.29,14.29,13.16,-16.31,-4.29,42.25,138.39,113.79,-21.35,-27.16,-53.71,17.84,26.41,-163.22,11.42,71.98,94.41,-101.13
4.81,4.63,14.49,13.43,-16.10,-4.81,41.94,140.02,115.75,-20.43,-26.94,-53.50,17.97,26.58,-162.82,11.74,71.81,94.54,-101.28
4.94,11.69,14.37,10.98,-16.79,179.37,41.97,134.86,117.13,-19.09,-26.98,-53.73,17.85,26.55,-163.23,11.59,72.05,94.64,-101.01
5.07,11.59,14.39,10.94,-16.72,178.78,41.64,134.23,118.26,-19.09,-26.80,-53.72,17.77,26.86,-163.18,11.66,71.75,94.49,-101.07
5.20,6.26,14.10,14.03,-16.77,-1.87,41.81,141.89,62.63,131.96,-26.82,-53.90,17.61,26.76,-163.51,11.57,71.67,94.58,-100.97
5.34,6.67,14.20,13.69,-17.16,-1.19,41.49,142.20,119.83,-18.75,-27.10,-53.90,17.52,26.76,-163.89,11.57,71.94,94.66,-100.88
5.47,-6.38,14.03,15.16,-17.04,-0.63,41.47,146.94,120.02,-18.73,-27.23,-53.90,17.53,26.76,-164.07,11.57,72.01,94.66,-100.88
5.59,7.20,13.93,13.68,-16.95,-0.35,41.47,143.54,64.32,133.91,-27.35,-53.99,17.50,26.73,-164.22,11.51,72.12,94.67,-100.91
