Timestamp,Kinect left shoulder flex.-ext.,WISE left shoulder flex.-ext.,Kinect left shoulder abd.-add.,WISE left shoulder abd.-add.,Kinect left shoulder int.- ext.,WISE left shoulder int.- ext.,Kinect left elbow flex.-ext.,WISE left elbow flex.-ext.,WISE left forearm pro.- sup.,Kinect right shoulder flex.-ext.,WISE right shoulder flex.-ext.,Kinect right shoulder Abd.-Add.,WISE right shoulder abd.-add.,Kinect right shoulder int.-ext.,WISE right shoulder int.-ext.,Kinect right elbow flex.-ext.,WISE right elbow flex.-ext.,WISE right forearm pro.-sup.
0.00,29.34,34.03,10.15,18.64,-126.88,33.10,62.40,67.71,52.62,-28.49,7.85,7.24,22.30,666.00,-31.99,27.57,1.95,26.44
0.23,28.83,30.75,10.30,16.72,-127.62,25.37,62.51,71.49,-91.22,-27.67,7.60,6.97,22.29,666.00,-32.31,26.34,1.56,25.81
0.37,28.51,29.87,10.45,15.72,-127.85,25.12,62.45,70.48,-97.99,-27.46,6.75,6.86,22.43,666.00,-32.65,25.98,1.25,25.50
0.51,28.54,30.53,10.46,15.92,-127.69,25.37,62.39,70.45,-97.32,-27.60,6.80,6.88,22.13,666.00,-32.89,25.55,1.57,26.00
0.65,28.77,31.21,10.24,16.21,-127.54,25.62,62.42,71.00,-92.94,-27.87,7.17,7.00,22.23,666.00,-32.67,26.37,1.46,26.26
0.78,28.72,31.71,9.49,16.73,-127.51,26.04,62.25,70.76,-56.81,-28.31,7.50,7.42,22.23,666.00,-32.79,25.59,1.36,26.24
0.91,28.07,32.57,7.85,18.30,-127.54,27.05,61.56,70.98,-26.68,-28.76,7.49,8.15,22.81,666.00,-32.25,25.75,1.30,25.79
1.04,22.52,33.00,8.14,18.33,-126.95,28.38,50.55,69.57,4.36,-28.76,7.44,8.37,22.96,666.00,-32.45,24.59,1.46,25.99
1.16,26.90,33.86,6.49,19.08,-122.69,31.72,46.42,65.70,53.07,-28.56,7.31,8.58,22.89,666.00,-32.57,25.59,1.69,26.33
1.29,26.45,32.78,6.27,18.09,-113.10,33.85,43.54,65.82,53.22,-28.50,7.54,8.55,21.75,666.00,-31.57,26.08,1.16,25.25
1.42,26.37,32.25,6.69,18.16,-121.59,33.55,44.19,65.17,51.43,-28.64,7.49,8.48,21.93,666.00,-31.73,24.74,2.17,26.24
1.55,24.48,31.91,8.35,18.73,-118.94,33.30,40.41,64.37,44.49,-28.77,7.07,8.21,21.70,666.00,-29.90,25.06,1.51,24.50
1.68,19.75,28.27,11.43,20.86,-114.36,32.53,34.56,52.75,23.49,-28.79,7.56,8.04,21.74,666.00,-29.62,25.85,0.39,23.87
1.85,13.89,21.92,14.80,21.38,666.00,37.25,28.81,49.75,16.97,-28.10,7.60,7.33,21.85,666.00,-29.10,27.64,0.52,22.79
